"Characters","Vehicle","Tires","Glider","ID","Speed","Speed_Water","Speed_Air","Speed_Ground","Acceleration","Weight","Handling","Handling_Water","Handling_Air","Handling_Ground","Traction","Mini_Turbo"
"Medium-B","Standard ATV","Group-B","Speed","Medium-B-Standard ATV-Group-B-Speed",4.5,4.52,4.78,4.53,1.75,4.25,2.75,2.75,2.75,2.75,3.75,1.5
"Heavy-A","Standard ATV","Group-B","Acceleration","Heavy-A-Standard ATV-Group-B-Acceleration",5.0,5.0,5.0,5.0,1.75,4.5,3.75,2.25,2.5,2.25,3.5,1.5
"Heavy-A","Standard ATV","Group-B","Speed","Heavy-A-Standard ATV-Group-B-Speed",5.0,5.0,5.25,5.0,1.5,4.75,3.75,2.25,2.25,2.25,3.5,1.25
"Heavy-B","Standard ATV","Group-B","Acceleration","Heavy-B-Standard ATV-Group-B-Acceleration",5.0,5.0,5.0,5.0,1.5,5.0,4.25,2.25,2.5,2.25,3.25,1.0
"Heavy-B","Standard ATV","Group-B","Speed","Heavy-B-Standard ATV-Group-B-Speed",5.0,5.0,5.25,5.0,1.25,5.25,4.25,2.25,2.25,2.25,3.25,0.75
"Heavy-C","Standard ATV","Group-B","Acceleration","Heavy-C-Standard ATV-Group-B-Acceleration",5.5,5.5,5.5,5.5,1.5,5.0,4.25,1.75,2.0,1.75,3.25,1.0
"Heavy-C","Standard ATV","Group-B","Speed","Heavy-C-Standard ATV-Group-B-Speed",5.5,5.5,5.75,5.5,1.25,5.25,4.25,1.75,1.75,1.75,3.25,0.75
"Light-A","Standard ATV","Group-D","Acceleration","Light-A-Standard ATV-Group-D-Acceleration",2.25,3.25,3.25,2.25,3.5,2.0,4.25,4.25,4.5,4.25,4.75,3.75
"Light-A","Standard ATV","Group-D","Speed","Light-A-Standard ATV-Group-D-Speed",2.25,3.25,3.5,2.25,3.25,2.25,4.25,4.25,4.25,4.25,4.75,3.5
"Light-B","Standard ATV","Group-D","Acceleration","Light-B-Standard ATV-Group-D-Acceleration",2.75,3.75,3.75,2.75,3.25,2.5,3.75,3.75,4.0,3.75,4.5,3.5
"Light-B","Standard ATV","Group-D","Speed","Light-B-Standard ATV-Group-D-Speed",2.75,3.75,4.0,2.75,3.0,2.75,3.75,3.75,3.75,3.75,4.5,3.25
"Medium-A","Standard ATV","Group-D","Acceleration","Medium-A-Standard ATV-Group-D-Acceleration",3.25,4.25,4.25,3.25,3.0,3.0,3.25,3.25,3.5,3.25,4.25,3.25
"Medium-A","Standard ATV","Group-D","Speed","Medium-A-Standard ATV-Group-D-Speed",3.25,4.25,4.5,3.25,2.75,3.25,3.25,3.25,3.25,3.25,4.25,3.0
"Medium-B","Standard ATV","Group-D","Acceleration","Medium-B-Standard ATV-Group-D-Acceleration",3.75,4.77,4.78,3.78,2.75,3.5,2.75,2.75,3.0,2.75,4.0,3.25
"Medium-B","Standard ATV","Group-D","Speed","Medium-B-Standard ATV-Group-D-Speed",3.75,4.77,5.03,3.78,2.5,3.75,2.75,2.75,2.75,2.75,4.0,3.0
"Heavy-A","Standard ATV","Group-D","Acceleration","Heavy-A-Standard ATV-Group-D-Acceleration",4.25,5.25,5.25,4.25,2.5,4.0,3.75,2.25,2.5,2.25,3.75,3.0
"Heavy-A","Standard ATV","Group-D","Speed","Heavy-A-Standard ATV-Group-D-Speed",4.25,5.25,5.5,4.25,2.25,4.25,3.75,2.25,2.25,2.25,3.75,2.75
"Heavy-B","Standard ATV","Group-D","Acceleration","Heavy-B-Standard ATV-Group-D-Acceleration",4.25,5.25,5.25,4.25,2.25,4.5,4.25,2.25,2.5,2.25,3.5,2.5
"Heavy-B","Standard ATV","Group-D","Speed","Heavy-B-Standard ATV-Group-D-Speed",4.25,5.25,5.5,4.25,2.0,4.75,4.25,2.25,2.25,2.25,3.5,2.25
"Heavy-C","Standard ATV","Group-D","Acceleration","Heavy-C-Standard ATV-Group-D-Acceleration",4.75,5.75,5.75,4.75,2.25,4.5,4.25,1.75,2.0,1.75,3.5,2.5
"Heavy-C","Standard ATV","Group-D","Speed","Heavy-C-Standard ATV-Group-D-Speed",4.75,5.75,6.0,4.75,2.0,4.75,4.25,1.75,1.75,1.75,3.5,2.25
"Light-A","Standard ATV","Group-A","Acceleration","Light-A-Standard ATV-Group-A-Acceleration",3.25,2.25,3.25,3.25,2.25,2.75,4.0,4.0,4.25,4.0,4.0,2.5
"Light-A","Standard ATV","Group-A","Speed","Light-A-Standard ATV-Group-A-Speed",3.25,2.25,3.5,3.25,2.0,3.0,4.0,4.0,4.0,4.0,4.0,2.25
"Light-B","Standard ATV","Group-A","Acceleration","Light-B-Standard ATV-Group-A-Acceleration",3.75,2.75,3.75,3.75,2.0,3.25,3.5,3.5,3.75,3.5,3.75,2.25
"Light-B","Standard ATV","Group-A","Speed","Light-B-Standard ATV-Group-A-Speed",3.75,2.75,4.0,3.75,1.75,3.5,3.5,3.5,3.5,3.5,3.75,2.0
"Medium-A","Standard ATV","Group-A","Acceleration","Medium-A-Standard ATV-Group-A-Acceleration",4.25,3.25,4.25,4.25,1.75,3.75,3.0,3.0,3.25,3.0,3.5,2.0
"Medium-A","Standard ATV","Group-A","Speed","Medium-A-Standard ATV-Group-A-Speed",4.25,3.25,4.5,4.25,1.5,4.0,3.0,3.0,3.0,3.0,3.5,1.75
"Medium-B","Standard ATV","Group-A","Acceleration","Medium-B-Standard ATV-Group-A-Acceleration",4.75,3.77,4.78,4.78,1.5,4.25,2.5,2.5,2.75,2.5,3.25,2.0
"Medium-B","Standard ATV","Group-A","Speed","Medium-B-Standard ATV-Group-A-Speed",4.75,3.77,5.03,4.78,1.25,4.5,2.5,2.5,2.5,2.5,3.25,1.75
"Heavy-A","Standard ATV","Group-A","Acceleration","Heavy-A-Standard ATV-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.25,4.75,3.5,2.0,2.25,2.0,3.0,1.75
"Heavy-A","Standard ATV","Group-A","Speed","Heavy-A-Standard ATV-Group-A-Speed",5.25,4.25,5.5,5.25,1.0,5.0,3.5,2.0,2.0,2.0,3.0,1.5
"Heavy-B","Standard ATV","Group-A","Acceleration","Heavy-B-Standard ATV-Group-A-Acceleration",5.25,4.25,5.25,5.25,1.0,5.25,4.0,2.0,2.25,2.0,2.75,1.25
"Heavy-B","Standard ATV","Group-A","Speed","Heavy-B-Standard ATV-Group-A-Speed",5.25,4.25,5.5,5.25,0.75,5.5,4.0,2.0,2.0,2.0,2.75,1.0
"Heavy-C","Standard ATV","Group-A","Acceleration","Heavy-C-Standard ATV-Group-A-Acceleration",5.75,4.75,5.75,5.75,1.0,5.25,4.0,1.5,1.75,1.5,2.75,1.25
"Heavy-C","Standard ATV","Group-A","Speed","Heavy-C-Standard ATV-Group-A-Speed",5.75,4.75,6.0,5.75,0.75,5.5,4.0,1.5,1.5,1.5,2.75,1.0
"Light-A","Standard ATV","Group-G","Acceleration","Light-A-Standard ATV-Group-G-Acceleration",2.75,2.75,2.75,2.25,2.5,2.0,3.25,3.25,3.5,3.25,5.75,2.25
"Light-A","Standard ATV","Group-G","Speed","Light-A-Standard ATV-Group-G-Speed",2.75,2.75,3.0,2.25,2.25,2.25,3.25,3.25,3.25,3.25,5.75,2.0
"Light-B","Standard ATV","Group-G","Acceleration","Light-B-Standard ATV-Group-G-Acceleration",3.25,3.25,3.25,2.75,2.25,2.5,2.75,2.75,3.0,2.75,5.5,2.0
"Light-B","Standard ATV","Group-G","Speed","Light-B-Standard ATV-Group-G-Speed",3.25,3.25,3.5,2.75,2.0,2.75,2.75,2.75,2.75,2.75,5.5,1.75
"Medium-A","Standard ATV","Group-G","Acceleration","Medium-A-Standard ATV-Group-G-Acceleration",3.75,3.75,3.75,3.25,2.0,3.0,2.25,2.25,2.5,2.25,5.25,1.75
"Medium-A","Standard ATV","Group-G","Speed","Medium-A-Standard ATV-Group-G-Speed",3.75,3.75,4.0,3.25,1.75,3.25,2.25,2.25,2.25,2.25,5.25,1.5
"Medium-B","Standard ATV","Group-G","Acceleration","Medium-B-Standard ATV-Group-G-Acceleration",4.25,4.27,4.28,3.78,1.75,3.5,1.75,1.75,2.0,1.75,5.0,1.75
"Medium-B","Standard ATV","Group-G","Speed","Medium-B-Standard ATV-Group-G-Speed",4.25,4.27,4.53,3.78,1.5,3.75,1.75,1.75,1.75,1.75,5.0,1.5
"Heavy-A","Standard ATV","Group-G","Acceleration","Heavy-A-Standard ATV-Group-G-Acceleration",4.75,4.75,4.75,4.25,1.5,4.0,2.75,1.25,1.5,1.25,4.75,1.5
"Heavy-A","Standard ATV","Group-G","Speed","Heavy-A-Standard ATV-Group-G-Speed",4.75,4.75,5.0,4.25,1.25,4.25,2.75,1.25,1.25,1.25,4.75,1.25
"Heavy-B","Standard ATV","Group-G","Acceleration","Heavy-B-Standard ATV-Group-G-Acceleration",4.75,4.75,4.75,4.25,1.25,4.5,3.25,1.25,1.5,1.25,4.5,1.0
"Heavy-B","Standard ATV","Group-G","Speed","Heavy-B-Standard ATV-Group-G-Speed",4.75,4.75,5.0,4.25,1.0,4.75,3.25,1.25,1.25,1.25,4.5,0.75
"Heavy-C","Standard ATV","Group-G","Acceleration","Heavy-C-Standard ATV-Group-G-Acceleration",5.25,5.25,5.25,4.75,1.25,4.5,3.25,0.75,1.0,0.75,4.5,1.0
"Heavy-C","Standard ATV","Group-G","Speed","Heavy-C-Standard ATV-Group-G-Speed",5.25,5.25,5.5,4.75,1.0,4.75,3.25,0.75,0.75,0.75,4.5,0.75
"Light-A","Standard ATV","Group-E","Acceleration","Light-A-Standard ATV-Group-E-Acceleration",2.75,3.25,2.75,2.75,2.5,2.5,4.0,4.0,4.25,4.0,5.0,2.25
"Light-A","Standard ATV","Group-E","Speed","Light-A-Standard ATV-Group-E-Speed",2.75,3.25,3.0,2.75,2.25,2.75,4.0,4.0,4.0,4.0,5.0,2.0
"Light-B","Standard ATV","Group-E","Acceleration","Light-B-Standard ATV-Group-E-Acceleration",3.25,3.75,3.25,3.25,2.25,3.0,3.5,3.5,3.75,3.5,4.75,2.0
"Light-B","Standard ATV","Group-E","Speed","Light-B-Standard ATV-Group-E-Speed",3.25,3.75,3.5,3.25,2.0,3.25,3.5,3.5,3.5,3.5,4.75,1.75
"Medium-A","Standard ATV","Group-E","Acceleration","Medium-A-Standard ATV-Group-E-Acceleration",3.75,4.25,3.75,3.75,2.0,3.5,3.0,3.0,3.25,3.0,4.5,1.75
"Medium-A","Standard ATV","Group-E","Speed","Medium-A-Standard ATV-Group-E-Speed",3.75,4.25,4.0,3.75,1.75,3.75,3.0,3.0,3.0,3.0,4.5,1.5
"Medium-B","Standard ATV","Group-E","Acceleration","Medium-B-Standard ATV-Group-E-Acceleration",4.25,4.77,4.28,4.28,1.75,4.0,2.5,2.5,2.75,2.5,4.25,1.75
"Medium-B","Standard ATV","Group-E","Speed","Medium-B-Standard ATV-Group-E-Speed",4.25,4.77,4.53,4.28,1.5,4.25,2.5,2.5,2.5,2.5,4.25,1.5
"Heavy-A","Standard ATV","Group-E","Acceleration","Heavy-A-Standard ATV-Group-E-Acceleration",4.75,5.25,4.75,4.75,1.5,4.5,3.5,2.0,2.25,2.0,4.0,1.5
"Heavy-A","Standard ATV","Group-E","Speed","Heavy-A-Standard ATV-Group-E-Speed",4.75,5.25,5.0,4.75,1.25,4.75,3.5,2.0,2.0,2.0,4.0,1.25
"Heavy-B","Standard ATV","Group-E","Acceleration","Heavy-B-Standard ATV-Group-E-Acceleration",4.75,5.25,4.75,4.75,1.25,5.0,4.0,2.0,2.25,2.0,3.75,1.0
"Heavy-B","Standard ATV","Group-E","Speed","Heavy-B-Standard ATV-Group-E-Speed",4.75,5.25,5.0,4.75,1.0,5.25,4.0,2.0,2.0,2.0,3.75,0.75
"Heavy-C","Standard ATV","Group-E","Acceleration","Heavy-C-Standard ATV-Group-E-Acceleration",5.25,5.75,5.25,5.25,1.25,5.0,4.0,1.5,1.75,1.5,3.75,1.0
"Heavy-C","Standard ATV","Group-E","Speed","Heavy-C-Standard ATV-Group-E-Speed",5.25,5.75,5.5,5.25,1.0,5.25,4.0,1.5,1.5,1.5,3.75,0.75
"Light-A","Wild Wiggler","Group-F","Acceleration","Light-A-Wild Wiggler-Group-F-Acceleration",1.7999999999999998,1.5,2.25,1.75,4.0,1.5,4.75,4.5,5.25,4.75,5.5,4.25
"Light-A","Wild Wiggler","Group-F","Speed","Light-A-Wild Wiggler-Group-F-Speed",1.7999999999999998,1.5,2.5,1.75,3.75,1.75,4.75,4.5,5.0,4.75,5.5,4.0
"Light-B","Wild Wiggler","Group-F","Acceleration","Light-B-Wild Wiggler-Group-F-Acceleration",2.3,2.0,2.75,2.25,3.75,2.0,4.25,4.0,4.75,4.25,5.25,4.0
"Light-B","Wild Wiggler","Group-F","Speed","Light-B-Wild Wiggler-Group-F-Speed",2.3,2.0,3.0,2.25,3.5,2.25,4.25,4.0,4.5,4.25,5.25,3.75
"Medium-A","Wild Wiggler","Group-F","Acceleration","Medium-A-Wild Wiggler-Group-F-Acceleration",2.8,2.5,3.25,2.75,3.5,2.5,3.75,3.5,4.25,3.75,5.0,3.75
"Medium-A","Wild Wiggler","Group-F","Speed","Medium-A-Wild Wiggler-Group-F-Speed",2.8,2.5,3.5,2.75,3.25,2.75,3.75,3.5,4.0,3.75,5.0,3.5
"Medium-B","Wild Wiggler","Group-F","Acceleration","Medium-B-Wild Wiggler-Group-F-Acceleration",3.3,3.02,3.78,3.28,3.25,3.0,3.25,3.0,3.75,3.25,4.75,3.75
"Medium-B","Wild Wiggler","Group-F","Speed","Medium-B-Wild Wiggler-Group-F-Speed",3.3,3.02,4.03,3.28,3.0,3.25,3.25,3.0,3.5,3.25,4.75,3.5
"Heavy-A","Wild Wiggler","Group-F","Acceleration","Heavy-A-Wild Wiggler-Group-F-Acceleration",3.8,3.5,4.25,3.75,3.0,3.5,4.25,2.5,3.25,2.75,4.5,3.5
"Heavy-A","Wild Wiggler","Group-F","Speed","Heavy-A-Wild Wiggler-Group-F-Speed",3.8,3.5,4.5,3.75,2.75,3.75,4.25,2.5,3.0,2.75,4.5,3.25
"Heavy-B","Wild Wiggler","Group-F","Acceleration","Heavy-B-Wild Wiggler-Group-F-Acceleration",3.8,3.5,4.25,3.75,2.75,4.0,4.75,2.5,3.25,2.75,4.25,3.0
"Heavy-B","Wild Wiggler","Group-F","Speed","Heavy-B-Wild Wiggler-Group-F-Speed",3.8,3.5,4.5,3.75,2.5,4.25,4.75,2.5,3.0,2.75,4.25,2.75
"Heavy-C","Wild Wiggler","Group-F","Acceleration","Heavy-C-Wild Wiggler-Group-F-Acceleration",4.3,4.0,4.75,4.25,2.75,4.0,4.75,2.0,2.75,2.25,4.25,3.0
"Heavy-C","Wild Wiggler","Group-F","Speed","Heavy-C-Wild Wiggler-Group-F-Speed",4.3,4.0,5.0,4.25,2.5,4.25,4.75,2.0,2.5,2.25,4.25,2.75
"Light-A","Wild Wiggler","Group-C","Acceleration","Light-A-Wild Wiggler-Group-C-Acceleration",2.25,2.25,2.25,2.25,4.0,1.25,5.0,5.0,5.25,5.0,4.5,3.5
"Light-A","Wild Wiggler","Group-C","Speed","Light-A-Wild Wiggler-Group-C-Speed",2.25,2.25,2.5,2.25,3.75,1.5,5.0,5.0,5.0,5.0,4.5,3.25
"Light-B","Wild Wiggler","Group-C","Acceleration","Light-B-Wild Wiggler-Group-C-Acceleration",2.75,2.75,2.75,2.75,3.75,1.75,4.5,4.5,4.75,4.5,4.25,3.25
"Light-B","Wild Wiggler","Group-C","Speed","Light-B-Wild Wiggler-Group-C-Speed",2.75,2.75,3.0,2.75,3.5,2.0,4.5,4.5,4.5,4.5,4.25,3.0
"Medium-A","Wild Wiggler","Group-C","Acceleration","Medium-A-Wild Wiggler-Group-C-Acceleration",3.25,3.25,3.25,3.25,3.5,2.25,4.0,4.0,4.25,4.0,4.0,3.0
"Medium-A","Wild Wiggler","Group-C","Speed","Medium-A-Wild Wiggler-Group-C-Speed",3.25,3.25,3.5,3.25,3.25,2.5,4.0,4.0,4.0,4.0,4.0,2.75
"Medium-B","Wild Wiggler","Group-C","Acceleration","Medium-B-Wild Wiggler-Group-C-Acceleration",3.75,3.7699999999999996,3.78,3.78,3.25,2.75,3.5,3.5,3.75,3.5,3.75,3.0
"Medium-B","Wild Wiggler","Group-C","Speed","Medium-B-Wild Wiggler-Group-C-Speed",3.75,3.7699999999999996,4.03,3.78,3.0,3.0,3.5,3.5,3.5,3.5,3.75,2.75
"Heavy-A","Wild Wiggler","Group-C","Acceleration","Heavy-A-Wild Wiggler-Group-C-Acceleration",4.25,4.25,4.25,4.25,3.0,3.25,4.5,3.0,3.25,3.0,3.5,2.75
"Heavy-A","Wild Wiggler","Group-C","Speed","Heavy-A-Wild Wiggler-Group-C-Speed",4.25,4.25,4.5,4.25,2.75,3.5,4.5,3.0,3.0,3.0,3.5,2.5
"Heavy-B","Wild Wiggler","Group-C","Acceleration","Heavy-B-Wild Wiggler-Group-C-Acceleration",4.25,4.25,4.25,4.25,2.75,3.75,5.0,3.0,3.25,3.0,3.25,2.25
"Heavy-B","Wild Wiggler","Group-C","Speed","Heavy-B-Wild Wiggler-Group-C-Speed",4.25,4.25,4.5,4.25,2.5,4.0,5.0,3.0,3.0,3.0,3.25,2.0
"Heavy-C","Wild Wiggler","Group-C","Acceleration","Heavy-C-Wild Wiggler-Group-C-Acceleration",4.75,4.75,4.75,4.75,2.75,3.75,5.0,2.5,2.75,2.5,3.25,2.25
"Heavy-C","Wild Wiggler","Group-C","Speed","Heavy-C-Wild Wiggler-Group-C-Speed",4.75,4.75,5.0,4.75,2.5,4.0,5.0,2.5,2.5,2.5,3.25,2.0
"Light-A","Wild Wiggler","Group-B","Acceleration","Light-A-Wild Wiggler-Group-B-Acceleration",2.25,2.25,2.25,2.25,4.0,1.75,5.25,5.25,5.5,5.25,4.5,3.5
"Light-A","Wild Wiggler","Group-B","Speed","Light-A-Wild Wiggler-Group-B-Speed",2.25,2.25,2.5,2.25,3.75,2.0,5.25,5.25,5.25,5.25,4.5,3.25
"Light-B","Wild Wiggler","Group-B","Acceleration","Light-B-Wild Wiggler-Group-B-Acceleration",2.75,2.75,2.75,2.75,3.75,2.25,4.75,4.75,5.0,4.75,4.25,3.25
"Light-B","Wild Wiggler","Group-B","Speed","Light-B-Wild Wiggler-Group-B-Speed",2.75,2.75,3.0,2.75,3.5,2.5,4.75,4.75,4.75,4.75,4.25,3.0
"Medium-A","Wild Wiggler","Group-B","Acceleration","Medium-A-Wild Wiggler-Group-B-Acceleration",3.25,3.25,3.25,3.25,3.5,2.75,4.25,4.25,4.5,4.25,4.0,3.0
"Medium-A","Wild Wiggler","Group-B","Speed","Medium-A-Wild Wiggler-Group-B-Speed",3.25,3.25,3.5,3.25,3.25,3.0,4.25,4.25,4.25,4.25,4.0,2.75
"Medium-B","Wild Wiggler","Group-B","Acceleration","Medium-B-Wild Wiggler-Group-B-Acceleration",3.75,3.7699999999999996,3.78,3.78,3.25,3.25,3.75,3.75,4.0,3.75,3.75,3.0
"Medium-B","Wild Wiggler","Group-B","Speed","Medium-B-Wild Wiggler-Group-B-Speed",3.75,3.7699999999999996,4.03,3.78,3.0,3.5,3.75,3.75,3.75,3.75,3.75,2.75
"Heavy-A","Wild Wiggler","Group-B","Acceleration","Heavy-A-Wild Wiggler-Group-B-Acceleration",4.25,4.25,4.25,4.25,3.0,3.75,4.75,3.25,3.5,3.25,3.5,2.75
"Heavy-A","Wild Wiggler","Group-B","Speed","Heavy-A-Wild Wiggler-Group-B-Speed",4.25,4.25,4.5,4.25,2.75,4.0,4.75,3.25,3.25,3.25,3.5,2.5
"Heavy-B","Wild Wiggler","Group-B","Acceleration","Heavy-B-Wild Wiggler-Group-B-Acceleration",4.25,4.25,4.25,4.25,2.75,4.25,5.25,3.25,3.5,3.25,3.25,2.25
"Heavy-B","Wild Wiggler","Group-B","Speed","Heavy-B-Wild Wiggler-Group-B-Speed",4.25,4.25,4.5,4.25,2.5,4.5,5.25,3.25,3.25,3.25,3.25,2.0
"Heavy-C","Wild Wiggler","Group-B","Acceleration","Heavy-C-Wild Wiggler-Group-B-Acceleration",4.75,4.75,4.75,4.75,2.75,4.25,5.25,2.75,3.0,2.75,3.25,2.25
"Heavy-C","Wild Wiggler","Group-B","Speed","Heavy-C-Wild Wiggler-Group-B-Speed",4.75,4.75,5.0,4.75,2.5,4.5,5.25,2.75,2.75,2.75,3.25,2.0
"Light-A","Wild Wiggler","Group-D","Acceleration","Light-A-Wild Wiggler-Group-D-Acceleration",1.5,2.5,2.5,1.5,4.75,1.25,5.25,5.25,5.5,5.25,4.75,5.0
"Light-A","Wild Wiggler","Group-D","Speed","Light-A-Wild Wiggler-Group-D-Speed",1.5,2.5,2.75,1.5,4.5,1.5,5.25,5.25,5.25,5.25,4.75,4.75
"Light-B","Wild Wiggler","Group-D","Acceleration","Light-B-Wild Wiggler-Group-D-Acceleration",2.0,3.0,3.0,2.0,4.5,1.75,4.75,4.75,5.0,4.75,4.5,4.75
"Light-B","Wild Wiggler","Group-D","Speed","Light-B-Wild Wiggler-Group-D-Speed",2.0,3.0,3.25,2.0,4.25,2.0,4.75,4.75,4.75,4.75,4.5,4.5
"Medium-A","Wild Wiggler","Group-D","Acceleration","Medium-A-Wild Wiggler-Group-D-Acceleration",2.5,3.5,3.5,2.5,4.25,2.25,4.25,4.25,4.5,4.25,4.25,4.5
"Medium-A","Wild Wiggler","Group-D","Speed","Medium-A-Wild Wiggler-Group-D-Speed",2.5,3.5,3.75,2.5,4.0,2.5,4.25,4.25,4.25,4.25,4.25,4.25
"Medium-B","Wild Wiggler","Group-D","Acceleration","Medium-B-Wild Wiggler-Group-D-Acceleration",3.0,4.02,4.03,3.03,4.0,2.75,3.75,3.75,4.0,3.75,4.0,4.5
"Medium-B","Wild Wiggler","Group-D","Speed","Medium-B-Wild Wiggler-Group-D-Speed",3.0,4.02,4.28,3.03,3.75,3.0,3.75,3.75,3.75,3.75,4.0,4.25
"Heavy-A","Wild Wiggler","Group-D","Acceleration","Heavy-A-Wild Wiggler-Group-D-Acceleration",3.5,4.5,4.5,3.5,3.75,3.25,4.75,3.25,3.5,3.25,3.75,4.25
"Heavy-A","Wild Wiggler","Group-D","Speed","Heavy-A-Wild Wiggler-Group-D-Speed",3.5,4.5,4.75,3.5,3.5,3.5,4.75,3.25,3.25,3.25,3.75,4.0
"Heavy-B","Wild Wiggler","Group-D","Acceleration","Heavy-B-Wild Wiggler-Group-D-Acceleration",3.5,4.5,4.5,3.5,3.5,3.75,5.25,3.25,3.5,3.25,3.5,3.75
"Heavy-B","Wild Wiggler","Group-D","Speed","Heavy-B-Wild Wiggler-Group-D-Speed",3.5,4.5,4.75,3.5,3.25,4.0,5.25,3.25,3.25,3.25,3.5,3.5
"Heavy-C","Wild Wiggler","Group-D","Acceleration","Heavy-C-Wild Wiggler-Group-D-Acceleration",4.0,5.0,5.0,4.0,3.5,3.75,5.25,2.75,3.0,2.75,3.5,3.75
"Heavy-C","Wild Wiggler","Group-D","Speed","Heavy-C-Wild Wiggler-Group-D-Speed",4.0,5.0,5.25,4.0,3.25,4.0,5.25,2.75,2.75,2.75,3.5,3.5
"Light-A","Wild Wiggler","Group-A","Acceleration","Light-A-Wild Wiggler-Group-A-Acceleration",2.5,1.5,2.5,2.5,3.5,2.0,5.0,5.0,5.25,5.0,4.0,3.75
"Light-A","Wild Wiggler","Group-A","Speed","Light-A-Wild Wiggler-Group-A-Speed",2.5,1.5,2.75,2.5,3.25,2.25,5.0,5.0,5.0,5.0,4.0,3.5
"Light-B","Wild Wiggler","Group-A","Acceleration","Light-B-Wild Wiggler-Group-A-Acceleration",3.0,2.0,3.0,3.0,3.25,2.5,4.5,4.5,4.75,4.5,3.75,3.5
"Light-B","Wild Wiggler","Group-A","Speed","Light-B-Wild Wiggler-Group-A-Speed",3.0,2.0,3.25,3.0,3.0,2.75,4.5,4.5,4.5,4.5,3.75,3.25
"Medium-A","Wild Wiggler","Group-A","Acceleration","Medium-A-Wild Wiggler-Group-A-Acceleration",3.5,2.5,3.5,3.5,3.0,3.0,4.0,4.0,4.25,4.0,3.5,3.25
"Medium-A","Wild Wiggler","Group-A","Speed","Medium-A-Wild Wiggler-Group-A-Speed",3.5,2.5,3.75,3.5,2.75,3.25,4.0,4.0,4.0,4.0,3.5,3.0
"Medium-B","Wild Wiggler","Group-A","Acceleration","Medium-B-Wild Wiggler-Group-A-Acceleration",4.0,3.02,4.03,4.03,2.75,3.5,3.5,3.5,3.75,3.5,3.25,3.25
"Medium-B","Wild Wiggler","Group-A","Speed","Medium-B-Wild Wiggler-Group-A-Speed",4.0,3.02,4.28,4.03,2.5,3.75,3.5,3.5,3.5,3.5,3.25,3.0
"Heavy-A","Wild Wiggler","Group-A","Acceleration","Heavy-A-Wild Wiggler-Group-A-Acceleration",4.5,3.5,4.5,4.5,2.5,4.0,4.5,3.0,3.25,3.0,3.0,3.0
"Heavy-A","Wild Wiggler","Group-A","Speed","Heavy-A-Wild Wiggler-Group-A-Speed",4.5,3.5,4.75,4.5,2.25,4.25,4.5,3.0,3.0,3.0,3.0,2.75
"Heavy-B","Wild Wiggler","Group-A","Acceleration","Heavy-B-Wild Wiggler-Group-A-Acceleration",4.5,3.5,4.5,4.5,2.25,4.5,5.0,3.0,3.25,3.0,2.75,2.5
"Heavy-B","Wild Wiggler","Group-A","Speed","Heavy-B-Wild Wiggler-Group-A-Speed",4.5,3.5,4.75,4.5,2.0,4.75,5.0,3.0,3.0,3.0,2.75,2.25
"Heavy-C","Wild Wiggler","Group-A","Acceleration","Heavy-C-Wild Wiggler-Group-A-Acceleration",5.0,4.0,5.0,5.0,2.25,4.5,5.0,2.5,2.75,2.5,2.75,2.5
"Heavy-C","Wild Wiggler","Group-A","Speed","Heavy-C-Wild Wiggler-Group-A-Speed",5.0,4.0,5.25,5.0,2.0,4.75,5.0,2.5,2.5,2.5,2.75,2.25
"Light-A","Wild Wiggler","Group-G","Acceleration","Light-A-Wild Wiggler-Group-G-Acceleration",2.0,2.0,2.0,1.5,3.75,1.25,4.25,4.25,4.5,4.25,5.75,3.5
"Light-A","Wild Wiggler","Group-G","Speed","Light-A-Wild Wiggler-Group-G-Speed",2.0,2.0,2.25,1.5,3.5,1.5,4.25,4.25,4.25,4.25,5.75,3.25
"Light-B","Wild Wiggler","Group-G","Acceleration","Light-B-Wild Wiggler-Group-G-Acceleration",2.5,2.5,2.5,2.0,3.5,1.75,3.75,3.75,4.0,3.75,5.5,3.25
"Light-B","Wild Wiggler","Group-G","Speed","Light-B-Wild Wiggler-Group-G-Speed",2.5,2.5,2.75,2.0,3.25,2.0,3.75,3.75,3.75,3.75,5.5,3.0
"Medium-A","Wild Wiggler","Group-G","Acceleration","Medium-A-Wild Wiggler-Group-G-Acceleration",3.0,3.0,3.0,2.5,3.25,2.25,3.25,3.25,3.5,3.25,5.25,3.0
"Medium-A","Wild Wiggler","Group-G","Speed","Medium-A-Wild Wiggler-Group-G-Speed",3.0,3.0,3.25,2.5,3.0,2.5,3.25,3.25,3.25,3.25,5.25,2.75
"Medium-B","Wild Wiggler","Group-G","Acceleration","Medium-B-Wild Wiggler-Group-G-Acceleration",3.5,3.52,3.53,3.03,3.0,2.75,2.75,2.75,3.0,2.75,5.0,3.0
"Medium-B","Wild Wiggler","Group-G","Speed","Medium-B-Wild Wiggler-Group-G-Speed",3.5,3.52,3.78,3.03,2.75,3.0,2.75,2.75,2.75,2.75,5.0,2.75
"Heavy-A","Wild Wiggler","Group-G","Acceleration","Heavy-A-Wild Wiggler-Group-G-Acceleration",4.0,4.0,4.0,3.5,2.75,3.25,3.75,2.25,2.5,2.25,4.75,2.75
